GLD,QQQ,SPY,TLT
0.013268521727000326,-0.009159849194630199,-0.007572134954533238,0.015400072884235616
0.010489502076611812,0.006443070525959271,0.0038150066179742925,-0.005678066478739363
0.003935150508558971,-0.00013897047119881822,-0.002811919600478774,-0.0049162831599254275
-0.007501524641443713,0.0075161739079585566,0.005329692184097734,-0.006610772492381067
-0.005651653463197515,0.008473677206964014,0.006780668630741227,0.0035105534353678802
0.006026192495848015,-0.0025574360279487784,-0.002877914513333857,0.008890695098743295
-0.007419483430124996,0.01153688244744644,0.0068774712067409816,-0.003033470543255423
-0.0008915435213457945,-0.003937418930381575,-0.0015245403442638583,0.005143650482055007
0.005834242779070742,0.0004087804780485982,0.0022596057208807974,0.006631353875176771
-0.0015695082440052577,0.009583646487380637,0.00831860478131019,-0.0031506582379196013
0.0018454259925253513,0.004948560880683184,0.003112536081159245,-0.00854755837529897
0.0010915790702048511,-0.0004474670621218424,-0.0019581612418273497,0.010505410720956787
0.0003406555206315609,0.0026421806627547895,0.00012045177378094962,0.0035129126430004654
0.002248122121045526,0.00321622479498207,0.0011470263887625176,0.0070024034191806805
0.005845572586286041,-0.008415391685829943,-0.008893187225243238,0.008088247188408504
0.006825312844883635,-0.020655436091792323,-0.0160294063574824,0.0155543354549732
-0.008926785569624784,0.01535975733125361,0.010479380184889475,-0.007831195659490309
0.005417872354848807,0.001625793046890811,-0.000825831401472854,0.009779529486153127
6.732120695107646e-05,0.0035616737182515568,0.0032450181421042057,0.00013821843938699452
0.005792420039608892,-0.01585812402553799,-0.01815781744613898,0.009129356156976076
-0.006495688802043542,0.015109398681274921,0.007428690703513263,-0.0008099434908463987
-0.01300895070524588,0.022888692142373657,0.015240819726078048,-0.01346641987092334
0.0012293105482077404,0.0032970176701270226,0.011548522762711011,-0.01093547355970692
0.005388399719282511,0.008632240337111519,0.0033644675666870683,0.004507127277268763
0.002645857569860688,-0.004301088729635638,-0.0053292418386329254,0.012478217114544332
0.0025712490701368385,0.012085482051144236,0.007465267166978151,0.0027695802058727015
-0.0034419552752806837,0.00017254996287241475,0.0017329528446847764,-0.0050402597180537745
-0.0008127480224853212,0.009741044321789127,0.006442607889104446,-0.005065855809619824
0.00569345014846645,-0.0012806080739135028,-0.0010667789362672764,0.0038360097725631537
0.004178427664004669,0.002863881447218386,0.0016020258642468477,0.004377660085932433
0.012818816524224008,0.00038307717928875995,-0.0025767485291267045,0.006848161937287545
0.005831221275388376,0.009585808435600418,0.004780737812624336,-6.843621191432447e-05
0.004084659090851872,-0.009283598810630345,-0.004108155739796171,0.007833417111912988
0.015025216397275942,-0.019209341916736844,-0.010297939361600728,0.009340830794455801
0.008985128746405113,-0.038563508666160984,-0.033165549565773667,0.01492821037364167
-0.017874260693127697,-0.027191905492369606,-0.030302123258401314,0.005324841960792082
0.004370503298157802,0.005154015801472678,-0.003678612660703684,-0.0052966381994564715
0.00019483522153040944,-0.05007390742445972,-0.04491150138892819,0.01084885952726844
-0.03649347478693177,0.0007780334179403603,-0.004201425528158276,0.022583176757983825
0.005526297603759334,0.05160340696042054,0.04330652746129027,-0.0073571420448264035
0.031434333360162325,-0.03206716006086596,-0.028632254704841986,0.01552539039362344
0.0017545277375516921,0.0417223150135575,0.04203318187232763,-0.010618049695891973
0.021600945458936538,-0.03038221558574139,-0.033242079978754946,0.024891381012836833
0.00038096105467699815,-0.016872467246073608,-0.016530994164959956,0.05204376968361468
0.0016502348575044845,-0.06946430279916094,-0.0780945713575889,0.027103258378603723
-0.02110133630677158,0.054450711100815674,0.051744730202901046,-0.051257890575318155
-0.0035603512879937016,-0.04355507405725534,-0.048747914908949475,-0.03679784596010116
-0.0398882588306293,-0.09169113793995876,-0.09567756058799048,0.006196933313679764
-0.03051623730778741,0.08470553295926608,0.08548635051843889,-0.022603312897614303
-0.011446115323986206,-0.11978807807459246,-0.10942376229594886,0.06476554414043711
0.0135554799295321,0.07584155545372084,0.053992050490253574,-0.06668312813075639
-0.019921988429849713,-0.030416082685401302,-0.05063293145762271,-0.05641201419659925
-0.018905499074657994,0.006002193879998341,0.0021251026339834667,0.027225273465702582
0.014995707221804766,-0.03917589113408415,-0.043094282040815224,0.07519565988024302
0.044179590424960224,0.0007222811060185741,-0.025568115245763967,0.04120909636865555
0.048530353360380474,0.07743740144971123,0.09060321035958774,-0.018614352946743185
-0.01368964099270864,-0.007404700451370538,0.01497011506682333,-0.0022714295854596722
0.012822223412266576,0.05266001970134582,0.05838989810572337,0.0049215606348529395
-0.006460489804721581,-0.03439274389187141,-0.029785685038980825,0.026693185981051526
0.004400644787818209,0.036373522425571014,0.03247565121998708,-0.008229248015085067
-0.03184668568859872,-0.008540186983397202,-0.01490532768336561,-0.008116388874343405
0.009456223354449733,-0.042489045483079524,-0.045004880942736136,0.0140105646283335
0.0163934225377782,0.020294947599565294,0.023075391765034148,0.006345689945826294
0.0049374590529023266,-0.014193017598658875,-0.014454195368996725,0.0023792497538288604
0.027710521817620126,0.07149472553762415,0.06716631182670785,-0.00261086562301005
-0.005354484768834378,-0.00040689024401030505,0.0010193613477103014,-0.010472960965469014
-0.008907968786563414,0.021232227305146845,0.033568105951202964,-0.007275929060646891
0.026123560972308058,0.0014455686793610756,0.015217801501590467,0.001817000091278942
0.017140343933811808,0.010803736550489385,-0.009129986554666347,-0.009129777468260714
0.007868093580683189,0.04349085398950403,0.02949243022485737,-0.00024361969005459727
-0.005101958505246418,-0.011469338657029482,-0.021247948553602347,0.02648909899143015
-0.0008649946516461338,0.018239763538503206,0.0048243585554927915,0.011356865932068638
-0.019417471147623044,0.009566198527977354,0.027015566135139224,-0.013404625417680394
0.007126124562213176,-0.011844496918025138,-0.017617960069200134,0.008044723974091061
-0.006825274631933054,-0.0368994835547245,-0.030363575828828537,0.012591572732705503
0.019670860003665247,0.029674473063942663,0.02219473230299629,-0.010216437497177933
0.00995486708021609,-0.0021330942043089607,-7.172621568207749e-05,0.005308780198144847
-0.004285520778353313,0.015770592641180636,0.013938723812254139,0.0023464773918266957
-0.006640444141094992,0.008043190784121856,0.014418189439855844,-0.01861352472130673
-0.004456556273727319,-0.018834434047487414,-0.004598081081528038,0.011510878309534567
0.005533445721913166,0.03546078575431011,0.02617863156461331,-0.005188490533052259
-0.018116569301821484,-0.000410788634097492,-0.00931092856001714,-0.0116778202234471
0.00617125761149806,-0.028185156612391293,-0.026473204443599685,0.00856391199064177
0.003504803873276119,0.011657393565551954,0.002757768469775934,-0.00470378687826023
0.004241037483481591,0.0113374077046684,0.009239710078076557,-0.006400933379961837
-0.012855591040204617,0.006156137039070142,-0.006779047975229324,-0.01613599101655272
0.015350754880484763,0.012876788010916629,0.012067142928720909,0.01670621881363976
-0.006010293229887331,0.01370470589324646,0.016546008828430825,-0.01300095430261261
-0.006233636774804485,0.008938986184621855,0.00020524950586287005,-0.0078056408584734616
0.0038890673962401756,-0.02093722245695273,-0.019931788973712283,0.010264463478590224
0.00962264814750724,-0.012515670105791354,-0.01768560651155504,0.006995951506326481
0.008850059782004704,0.011352360854686161,0.011967311120498092,0.009787787044097662
0.0056438144895878395,0.00649133093223897,0.0045969242232708485,-0.0025727209993374744
-0.007564144999551381,0.01863211893170691,0.030459193885547853,-0.02195460766800461
0.00965020617044443,-0.0025060609104655684,-0.010270767200932673,0.0037410904309442827
0.0023742810342795018,0.019968133445618985,0.016987858732950167,0.0029944806850568106
-0.0145763375976391,-0.010890765754001164,-0.006903930172016293,0.0024975237400071126
0.005916836449104457,0.0034518527191098602,0.0018993982067907478,0.006016256597239034
-0.014214859559966153,-0.0026997394785457374,0.012320603814428344,-0.01340981523032736
0.0018024320171106112,0.005457692022214244,0.014878894538796095,-0.0018369749406732527
0.003350344766475555,-0.001302576983836512,-0.0018451593060451188,-0.003680043936307942
0.0073584122707384125,0.014652666641752576,0.004456182859206681,0.007141239295034296
0.004603768848692402,0.0029995874754764618,0.004041503107082178,-0.006732814746398308
-0.0064768271714218395,0.006707624743196305,0.008279943492205177,-0.003635729802372145
-0.01845018380928054,0.004498681212930178,0.013308344536768324,-0.013296813128279017
0.010526269495827023,-0.007013512499602803,-0.002626179999727807,-0.014479856599839858
-0.02027532426346157,0.019827332148046883,0.02562925318943554,-0.007122977993343826
0.010822142733466267,0.007760103473319679,0.012087348189522729,0.003843807503846275
0.00964183116931494,0.007244904633578297,-0.007456754184627434,0.011358306307493127
0.014324773012967418,0.012001561383563564,-0.005580197171796253,0.014827388381255302
-0.007214084989501601,-0.049549161937289865,-0.05764848778013454,0.018900749700202057
0.0014163170663434865,0.007947985269046276,0.011975301293102758,-0.009640993227392314
-0.0017832572551969017,0.012167162953845567,0.009335588119679716,0.0005544247873514596
